Watershed,Year,WY,Month,Day,NO3_ueq_L,SO4_ueq_L
WB,1995,1996,11,14,33.6,208
EB,1995,1996,11,14,0.05,85
EB,1995,1996,11,14,0.05,85
EB,1995,1996,11,15,0.05,80
WB,1995,1996,11,15,33.8,199
EB,1995,1996,11,15,0.05,76
WB,1995,1996,11,15,36.4,204
EB,1995,1996,11,15,0.5,69
WB,1995,1996,11,15,41.8,211
EB,1995,1996,11,15,0.05,73
WB,1995,1996,11,15,40.1,213
EB,1995,1996,11,15,0.05,75
WB,1995,1996,11,15,39.1,215
EB,1995,1996,11,15,0.05,75
WB,1995,1996,11,15,38.2,214
EB,1995,1996,11,16,0.05,76
WB,1995,1996,11,16,37.5,210
EB,1995,1996,11,16,0.05,78
WB,1995,1996,11,16,37.5,213
EB,1995,1996,11,16,0.05,79
WB,1995,1996,11,16,35.5,210
EB,1995,1996,11,18,0.05,81
WB,1995,1996,11,18,30.4,204
EB,1995,1996,11,20,0.05,84
WB,1995,1996,11,20,27.6,194
EB,1995,1996,11,21,0.05,83
EB,1995,1996,11,21,0.05,83
WB,1995,1996,11,21,27.8,191
WB,1995,1996,11,21,28,193
EB,1995,1996,11,22,0.05,81
WB,1995,1996,11,22,34.5,202
EB,1995,1996,11,23,0.05,82
WB,1995,1996,11,23,32.5,196
EB,1995,1996,11,24,0.05,83
WB,1995,1996,11,24,30.3,189
EB,1995,1996,11,25,0.05,83
WB,1995,1996,11,25,29.2,187
EB,1995,1996,11,26,0.05,83
WB,1995,1996,11,26,28.5,184
EB,1995,1996,11,27,0.05,83
WB,1995,1996,11,27,28.2,183
WB,1995,1996,11,28,28.6,180
WB,1995,1996,11,28,28.7,180
EB,1995,1996,11,28,0.05,85
EB,1995,1996,11,28,0.05,84
EB,1995,1996,11,29,0.05,84
WB,1995,1996,11,29,28,179
EB,1995,1996,11,30,0.05,84
WB,1995,1996,11,30,28.3,177
EB,1995,1996,12,1,0.4,84
WB,1995,1996,12,1,27.7,172
EB,1995,1996,12,2,0.05,85
WB,1995,1996,12,2,28.6,175
EB,1995,1996,12,3,0.05,86
WB,1995,1996,12,3,27.9,174
EB,1995,1996,12,4,0.4,86
WB,1995,1996,12,4,27.4,172
WB,1995,1996,12,5,28.9,172
WB,1995,1996,12,5,29.5,174
EB,1995,1996,12,5,0.8,89
EB,1995,1996,12,5,0.9,89
EB,1995,1996,12,8,0.6,88
WB,1995,1996,12,8,28.9,169
WB,1995,1996,12,10,29.1,167
EB,1995,1996,12,12,0.8,87
EB,1995,1996,12,12,0.8,87
WB,1995,1996,12,12,33.9,172
WB,1995,1996,12,12,34,173
WB,1995,1996,12,15,30.3,168
WB,1995,1996,12,17,29.7,166
EB,1995,1996,12,19,1.1,93
EB,1995,1996,12,19,1.2,93
WB,1995,1996,12,19,30.7,168
WB,1995,1996,12,19,31.1,168
EB,1995,1996,12,22,1.1,85
WB,1995,1996,12,22,27.9,147
EB,1995,1996,12,24,1,86
WB,1995,1996,12,24,28,149
WB,1995,1996,12,26,27.3,144
EB,1995,1996,12,28,0.9,86
EB,1995,1996,12,28,0.9,86
WB,1995,1996,12,28,28.8,146
WB,1995,1996,12,28,28.7,147
WB,1995,1996,12,29,27.1,143
WB,1995,1996,12,31,27.2,144
EB,1996,1996,1,2,1.1,88
EB,1996,1996,1,2,1,88
WB,1996,1996,1,2,29.1,146
WB,1996,1996,1,2,29.2,146
EB,1996,1996,1,5,1.4,86
WB,1996,1996,1,5,27.5,141
WB,1996,1996,1,7,27.1,140
EB,1996,1996,1,9,1.4,87
EB,1996,1996,1,9,1.3,85
WB,1996,1996,1,9,28,137
WB,1996,1996,1,9,28,138
EB,1996,1996,1,12,1.4,95
WB,1996,1996,1,12,25.7,145
WB,1996,1996,1,12,26.7,145
EB,1996,1996,1,14,2,96
EB,1996,1996,1,16,0.6,98
EB,1996,1996,1,16,0.5,97
WB,1996,1996,1,16,28.6,149
WB,1996,1996,1,16,28.3,150
EB,1996,1996,1,17,4.6,88
WB,1996,1996,1,17,30.3,143
EB,1996,1996,1,18,2.9,89
EB,1996,1996,1,18,2.7,86
WB,1996,1996,1,18,32.4,144
WB,1996,1996,1,19,34.8,146
WB,1996,1996,1,19,56.4,191
WB,1996,1996,1,19,63.8,199
WB,1996,1996,1,19,61.9,212
WB,1996,1996,1,19,59.4,207
WB,1996,1996,1,20,55.5,205
WB,1996,1996,1,20,57.1,204
WB,1996,1996,1,20,58.9,203
WB,1996,1996,1,23,51.1,192
WB,1996,1996,1,23,51.5,192
EB,1996,1996,1,23,1.6,85
EB,1996,1996,1,23,1.6,84
WB,1996,1996,1,24,58,183
WB,1996,1996,1,24,54.8,178
WB,1996,1996,1,24,54,199
WB,1996,1996,1,25,65.8,207
WB,1996,1996,1,25,66.9,210
WB,1996,1996,1,25,69.4,211
WB,1996,1996,1,25,72.1,207
EB,1996,1996,1,25,3.5,81
WB,1996,1996,1,25,69.8,208
EB,1996,1996,1,27,1.7,84
WB,1996,1996,1,27,57.9,190
EB,1996,1996,1,27,1.7,75
WB,1996,1996,1,27,55.8,181
EB,1996,1996,1,28,2.1,70
EB,1996,1996,1,28,2.9,68
EB,1996,1996,1,28,3.1,68
WB,1996,1996,1,28,62.4,198
EB,1996,1996,1,28,2.9,70
WB,1996,1996,1,28,65.1,201
EB,1996,1996,1,28,2.3,71
WB,1996,1996,1,28,66.7,203
EB,1996,1996,1,28,1.8,73
WB,1996,1996,1,28,65.6,201
EB,1996,1996,1,30,1.1,73
EB,1996,1996,1,30,1,75
WB,1996,1996,1,30,47.1,182
WB,1996,1996,1,30,47,182
EB,1996,1996,2,2,1,77
WB,1996,1996,2,2,37.6,160
EB,1996,1996,2,4,1.1,78
WB,1996,1996,2,4,35.8,158
EB,1996,1996,2,6,1.2,85
EB,1996,1996,2,6,1.3,85
WB,1996,1996,2,6,34,157
WB,1996,1996,2,6,34.2,158
EB,1996,1996,2,13,1.8,87
EB,1996,1996,2,13,1.9,87
WB,1996,1996,2,13,32.6,151
WB,1996,1996,2,13,32.7,151
EB,1996,1996,2,16,1.8,89
WB,1996,1996,2,16,30.8,148
EB,1996,1996,2,18,1.8,92
WB,1996,1996,2,18,30,147
EB,1996,1996,2,20,1.8,89
EB,1996,1996,2,20,1.8,89
WB,1996,1996,2,20,29,144
WB,1996,1996,2,20,29.2,145
WB,1996,1996,2,21,38.2,196
WB,1996,1996,2,22,65.8,219
WB,1996,1996,2,22,50.7,204
WB,1996,1996,2,22,60.5,218
WB,1996,1996,2,22,62.4,218
WB,1996,1996,2,22,67.4,218
WB,1996,1996,2,23,67.2,220
EB,1996,1996,2,27,2.6,76
EB,1996,1996,2,27,2.6,76
WB,1996,1996,2,27,60,184
WB,1996,1996,2,27,60.6,184
EB,1996,1996,3,1,1.8,82
WB,1996,1996,3,1,52.9,180
EB,1996,1996,3,3,1.9,83
WB,1996,1996,3,3,48.1,175
EB,1996,1996,3,5,1.5,84
EB,1996,1996,3,5,1.5,85
WB,1996,1996,3,5,44.5,164
WB,1996,1996,3,5,44.2,164
EB,1996,1996,3,8,1.4,85
WB,1996,1996,3,8,42.5,163
EB,1996,1996,3,10,1.8,85
WB,1996,1996,3,10,40.2,160
EB,1996,1996,3,12,1.7,84
EB,1996,1996,3,12,1.6,81
WB,1996,1996,3,12,38.9,154
WB,1996,1996,3,12,38.6,155
EB,1996,1996,3,15,2.9,83
WB,1996,1996,3,15,43,155
EB,1996,1996,3,17,1.9,86
WB,1996,1996,3,17,46.7,160
WB,1996,1996,3,19,44.6,161
WB,1996,1996,3,19,44.8,161
EB,1996,1996,3,19,1.7,87
EB,1996,1996,3,19,1.8,86
EB,1996,1996,3,20,5.6,83
WB,1996,1996,3,20,50.4,159
EB,1996,1996,3,21,3.4,83
WB,1996,1996,3,21,62.2,177
EB,1996,1996,3,22,2.9,84
WB,1996,1996,3,22,61.6,177
EB,1996,1996,3,23,2,83
WB,1996,1996,3,23,57.6,175
EB,1996,1996,3,24,1.9,86
WB,1996,1996,3,24,54.6,171
EB,1996,1996,3,25,1.5,86
WB,1996,1996,3,25,51.9,170
EB,1996,1996,3,26,1.9,82
EB,1996,1996,3,26,1.9,82
WB,1996,1996,3,26,54.5,173
WB,1996,1996,3,26,54.1,173
EB,1996,1996,3,27,3.8,82
WB,1996,1996,3,27,60.5,180
EB,1996,1996,3,28,1.7,82
WB,1996,1996,3,28,56.2,178
EB,1996,1996,3,29,2.4,84
WB,1996,1996,3,29,53.7,174
EB,1996,1996,3,30,1.6,83
WB,1996,1996,3,30,51.3,171
EB,1996,1996,3,31,1.5,82
WB,1996,1996,3,31,49.2,171
EB,1996,1996,4,1,1.1,82
WB,1996,1996,4,1,48.7,169
EB,1996,1996,4,2,1.9,83
EB,1996,1996,4,2,1.9,83
WB,1996,1996,4,2,50,169
WB,1996,1996,4,2,49.9,171
EB,1996,1996,4,3,1.3,85
WB,1996,1996,4,3,46.4,165
EB,1996,1996,4,4,1.1,85
WB,1996,1996,4,4,44.8,164
EB,1996,1996,4,5,1.1,85
WB,1996,1996,4,5,45,164
EB,1996,1996,4,6,0.9,86
EB,1996,1996,4,7,0.05,85
WB,1996,1996,4,7,46,169
EB,1996,1996,4,8,0.9,86
WB,1996,1996,4,8,44.4,166
EB,1996,1996,4,9,1,82
EB,1996,1996,4,9,1,81
WB,1996,1996,4,9,42.3,159
WB,1996,1996,4,9,42.2,158
WB,1996,1996,4,9,40.3,155
EB,1996,1996,4,10,1,82
WB,1996,1996,4,10,39.4,156
EB,1996,1996,4,11,1.1,81
EB,1996,1996,4,12,1.2,78
WB,1996,1996,4,12,37.8,152
EB,1996,1996,4,13,1,79
WB,1996,1996,4,13,44.5,162
EB,1996,1996,4,14,0.9,79
WB,1996,1996,4,14,43.8,163
EB,1996,1996,4,15,1.4,81
WB,1996,1996,4,15,41,160
EB,1996,1996,4,16,0.9,80
EB,1996,1996,4,16,0.9,80
WB,1996,1996,4,16,43.3,160
WB,1996,1996,4,16,43.2,160
WB,1996,1996,4,17,42.9,176
EB,1996,1996,4,17,1.1,80
WB,1996,1996,4,17,40.4,163
EB,1996,1996,4,17,1.4,77
WB,1996,1996,4,17,41.1,166
EB,1996,1996,4,18,2,73
EB,1996,1996,4,18,2.8,73
EB,1996,1996,4,18,3.2,75
WB,1996,1996,4,18,48.1,198
EB,1996,1996,4,18,3.2,76
WB,1996,1996,4,18,48.8,200
EB,1996,1996,4,18,2.7,78
WB,1996,1996,4,18,48,196
EB,1996,1996,4,18,2.3,80
WB,1996,1996,4,19,47,192
EB,1996,1996,4,19,1.7,80
WB,1996,1996,4,19,45.3,191
WB,1996,1996,4,20,44.4,192
EB,1996,1996,4,23,0.8,81
EB,1996,1996,4,23,0.8,82
WB,1996,1996,4,23,36.9,196
WB,1996,1996,4,23,37.3,197
EB,1996,1996,4,24,0.5,81
WB,1996,1996,4,24,34.7,187
EB,1996,1996,4,25,0.3,81
WB,1996,1996,4,25,33.6,187
EB,1996,1996,4,26,0.05,81
WB,1996,1996,4,26,31.1,178
EB,1996,1996,4,27,0.05,82
WB,1996,1996,4,27,29.7,175
EB,1996,1996,4,28,0.05,82
WB,1996,1996,4,28,29.5,174
EB,1996,1996,4,29,0.05,83
WB,1996,1996,4,29,27.7,170
EB,1996,1996,4,30,0.3,86
EB,1996,1996,4,30,0.4,86
WB,1996,1996,4,30,28,177
WB,1996,1996,4,30,27.9,177
EB,1996,1996,5,1,0.05,84
WB,1996,1996,5,1,34.9,199
EB,1996,1996,5,2,0.05,85
WB,1996,1996,5,2,31.7,191
EB,1996,1996,5,3,0.05,86
WB,1996,1996,5,3,28.9,185
EB,1996,1996,5,4,0.05,85
WB,1996,1996,5,4,28.7,185
EB,1996,1996,5,5,0.05,87
WB,1996,1996,5,5,26.6,182
EB,1996,1996,5,6,0.05,85
WB,1996,1996,5,6,26,180
EB,1996,1996,5,7,0.05,86
EB,1996,1996,5,7,0.05,85
WB,1996,1996,5,7,23.9,177
WB,1996,1996,5,7,23.9,177
EB,1996,1996,5,9,0.05,89
WB,1996,1996,5,9,21.9,176
EB,1996,1996,5,11,0.05,87
WB,1996,1996,5,11,20.6,171
EB,1996,1996,5,12,0.05,84
WB,1996,1996,5,12,25.9,181
EB,1996,1996,5,13,0.05,84
WB,1996,1996,5,13,27.8,189
WB,1996,1996,5,13,28.8,193
EB,1996,1996,5,13,0.05,84
WB,1996,1996,5,13,30.1,202
EB,1996,1996,5,13,0.05,84
WB,1996,1996,5,13,31.8,203
EB,1996,1996,5,13,0.05,94
WB,1996,1996,5,13,31.8,203
EB,1996,1996,5,13,0.05,84
EB,1996,1996,5,13,0.05,85
WB,1996,1996,5,14,28.8,192
WB,1996,1996,5,14,28.6,191
EB,1996,1996,5,14,0.05,87
EB,1996,1996,5,14,0.05,86
EB,1996,1996,5,15,0.05,87
WB,1996,1996,5,15,26.3,185
EB,1996,1996,5,17,0.05,88
WB,1996,1996,5,18,23.2,177
EB,1996,1996,5,19,0.05,88
WB,1996,1996,5,19,22.4,182
EB,1996,1996,5,20,0.5,85
WB,1996,1996,5,20,26.4,178
EB,1996,1996,5,20,0.05,85
WB,1996,1996,5,20,29.3,188
EB,1996,1996,5,20,0.05,86
WB,1996,1996,5,20,32.3,198
EB,1996,1996,5,21,0.05,85
EB,1996,1996,5,21,0.05,90
EB,1996,1996,5,21,0.05,90
WB,1996,1996,5,21,34,203
WB,1996,1996,5,21,34.4,202
EB,1996,1996,5,24,0.3,89
WB,1996,1996,5,24,22.7,189
EB,1996,1996,5,26,0.05,90
WB,1996,1996,5,26,18.7,181
EB,1996,1996,5,28,0.05,89
EB,1996,1996,5,28,0.05,90
WB,1996,1996,5,28,15.4,172
WB,1996,1996,5,28,15.7,173
EB,1996,1996,5,30,0.05,87
WB,1996,1996,5,30,13.6,171
EB,1996,1996,5,31,0.05,87
WB,1996,1996,5,31,17.8,173
EB,1996,1996,5,31,0.05,88
WB,1996,1996,5,31,20.1,180
EB,1996,1996,5,31,0.05,90
WB,1996,1996,5,31,18.6,178
EB,1996,1996,6,2,0.05,91
WB,1996,1996,6,2,11.9,172
EB,1996,1996,6,4,0.05,90
EB,1996,1996,6,4,0.05,89
WB,1996,1996,6,4,16.4,188
WB,1996,1996,6,4,16.3,188
EB,1996,1996,6,7,0.05,98
WB,1996,1996,6,7,12.6,197
EB,1996,1996,6,9,0.05,96
WB,1996,1996,6,9,10.2,195
EB,1996,1996,6,11,0.05,95
EB,1996,1996,6,11,0.05,95
WB,1996,1996,6,11,8.4,190
WB,1996,1996,6,11,8.4,189
EB,1996,1996,6,14,0.05,94
WB,1996,1996,6,14,4.4,178
EB,1996,1996,6,16,0.05,93
WB,1996,1996,6,16,3.1,177
EB,1996,1996,6,18,0.05,95
EB,1996,1996,6,18,0.05,94
WB,1996,1996,6,18,2.6,172
WB,1996,1996,6,18,2.6,172
WB,1996,1996,6,20,2.4,171
WB,1996,1996,6,21,3.6,169
EB,1996,1996,6,23,0.05,90
EB,1996,1996,6,23,0.05,90
EB,1996,1996,6,24,0.05,93
EB,1996,1996,6,25,0.05,90
EB,1996,1996,6,25,0.05,91
WB,1996,1996,6,25,8.7,192
WB,1996,1996,6,25,8.7,193
EB,1996,1996,6,25,0.05,94
WB,1996,1996,6,25,11,206
EB,1996,1996,6,26,0.05,93
WB,1996,1996,6,26,11.1,207
EB,1996,1996,6,28,0.05,95
EB,1996,1996,6,30,0.05,97
EB,1996,1996,7,2,0.05,95
EB,1996,1996,7,2,0.05,95
WB,1996,1996,7,2,1,184
WB,1996,1996,7,2,1,182
EB,1996,1996,7,9,0.05,79
EB,1996,1996,7,9,0.05,91
EB,1996,1996,7,9,0.05,86
EB,1996,1996,7,9,0.05,92
EB,1996,1996,7,9,0.05,92
WB,1996,1996,7,9,1.4,187
WB,1996,1996,7,9,1.3,189
EB,1996,1996,7,9,0.05,88
EB,1996,1996,7,9,0.05,87
EB,1996,1996,7,9,0.05,94
EB,1996,1996,7,9,0.05,94
WB,1996,1996,7,9,0.9,184
WB,1996,1996,7,9,11.2,207
WB,1996,1996,7,9,7.8,211
WB,1996,1996,7,9,2.2,203
EB,1996,1996,7,9,0.05,89
WB,1996,1996,7,12,0.8,185
EB,1996,1996,7,12,0.05,74
EB,1996,1996,7,12,0.05,87
EB,1996,1996,7,13,0.05,80
EB,1996,1996,7,13,0.05,82
EB,1996,1996,7,13,0.05,93
EB,1996,1996,7,13,0.05,85
WB,1996,1996,7,13,1.2,179
EB,1996,1996,7,13,0.05,79
EB,1996,1996,7,15,0.05,89
EB,1996,1996,7,15,0.05,85
WB,1996,1996,7,15,2.9,207
EB,1996,1996,7,16,0.05,90
EB,1996,1996,7,16,0.05,91
WB,1996,1996,7,16,3.4,209
WB,1996,1996,7,16,3.3,208
EB,1996,1996,7,16,0.05,90
WB,1996,1996,7,16,3.7,206
WB,1996,1996,7,17,2.5,204
EB,1996,1996,7,17,0.05,90
WB,1996,1996,7,17,2.2,202
EB,1996,1996,7,18,0.05,90
EB,1996,1996,7,20,0.05,91
EB,1996,1996,7,20,0.05,91
EB,1996,1996,7,21,0.05,92
EB,1996,1996,7,23,0.05,93
EB,1996,1996,7,23,0.05,92
WB,1996,1996,7,23,1.9,187
WB,1996,1996,7,23,1.9,186
EB,1996,1996,7,24,0.05,97
WB,1996,1996,7,24,4.4,187
EB,1996,1996,7,25,0.05,97
WB,1996,1996,7,25,4.3,186
EB,1996,1996,7,26,0.05,96
WB,1996,1996,7,26,4.5,187
EB,1996,1996,7,27,0.05,89
WB,1996,1996,7,27,4,191
EB,1996,1996,7,28,0.05,94
WB,1996,1996,7,28,3.9,207
EB,1996,1996,7,29,0.05,95
WB,1996,1996,7,29,3.7,200
EB,1996,1996,7,30,0.05,96
WB,1996,1996,7,30,1.4,193
EB,1996,1996,7,30,0.05,90
WB,1996,1996,7,30,1.4,192
EB,1996,1996,8,2,0.05,93
WB,1996,1996,8,2,3.4,176
EB,1996,1996,8,4,0.05,95
WB,1996,1996,8,4,3,173
EB,1996,1996,8,6,0.05,95
WB,1996,1996,8,6,2.6,170
EB,1996,1996,8,8,0.05,98
WB,1996,1996,8,8,2.7,179
EB,1996,1996,8,8,2.1,98
WB,1996,1996,8,8,2.6,176
EB,1996,1996,8,11,0.05,96
WB,1996,1996,8,11,0.5,164
WB,1996,1996,8,13,0.8,165
EB,1996,1996,8,13,0.3,98
EB,1996,1996,8,13,0.2,98
WB,1996,1996,8,13,1.6,164
EB,1996,1996,9,10,0.4,102
EB,1996,1996,9,10,0.05,101
WB,1996,1996,9,10,0.5,156
EB,1996,1996,9,13,0.05,101
WB,1996,1996,9,13,0.05,144
EB,1996,1996,9,14,0.05,95
WB,1996,1996,9,14,4.5,170
WB,1996,1996,9,14,5.1,179
EB,1996,1996,9,14,0.05,88
WB,1996,1996,9,14,2.7,168
EB,1996,1996,9,15,0.05,85
WB,1996,1996,9,15,11.1,188
EB,1996,1996,9,15,0.05,94
EB,1996,1996,9,15,0.05,95
WB,1996,1996,9,15,12.2,205
EB,1996,1996,9,15,0.05,96
WB,1996,1996,9,15,6.5,202
EB,1996,1996,9,15,0.05,102
WB,1996,1996,9,16,11.2,203
EB,1996,1996,9,16,0.05,100
WB,1996,1996,9,17,1.2,200
WB,1996,1996,9,17,1.4,200
EB,1996,1996,9,17,0.05,100
EB,1996,1996,9,17,0.05,99
EB,1996,1996,9,20,0.05,100
WB,1996,1996,9,20,0.9,193
EB,1996,1996,9,22,0.05,99
WB,1996,1996,9,22,0.8,184
EB,1996,1996,9,24,0.05,101
EB,1996,1996,9,24,0.05,103
WB,1996,1996,9,24,0.6,183
WB,1996,1996,9,24,0.8,184
EB,1996,1996,9,27,0.05,104
WB,1996,1996,9,27,0.8,183
EB,1996,1996,9,29,0.05,103
WB,1996,1996,9,29,0.7,183
EB,1996,1997,10,1,0.05,106
EB,1996,1997,10,1,0.05,104
WB,1996,1997,10,1,0.6,182
WB,1996,1997,10,1,0.6,184
EB,1996,1997,10,4,0.05,103
WB,1996,1997,10,4,0.6,173
EB,1996,1997,10,6,0.05,107
WB,1996,1997,10,6,0.3,177
EB,1996,1997,10,8,0.05,105
EB,1996,1997,10,8,0.05,106
WB,1996,1997,10,8,0.4,178
WB,1996,1997,10,8,0.05,181
EB,1996,1997,10,11,0.05,99
WB,1996,1997,10,11,0.7,185
EB,1996,1997,10,13,0.05,100
WB,1996,1997,10,13,0.6,182
EB,1996,1997,10,17,0.05,101
EB,1996,1997,10,17,0.05,101
WB,1996,1997,10,17,0.9,182
WB,1996,1997,10,17,0.8,181
EB,1996,1997,10,18,0.05,100
WB,1996,1997,10,18,0.8,178
EB,1996,1997,10,20,0.05,100
WB,1996,1997,10,20,0.7,175
EB,1996,1997,10,22,0.05,95
EB,1996,1997,10,22,0.05,96
WB,1996,1997,10,22,3.1,173
WB,1996,1997,10,22,2.9,174
EB,1996,1997,10,22,0.05,94
WB,1996,1997,10,22,11.5,189
EB,1996,1997,10,22,0.05,93
WB,1996,1997,10,22,11.9,195
EB,1996,1997,10,22,0.05,93
WB,1996,1997,10,22,11.3,194
EB,1996,1997,10,23,0.05,94
WB,1996,1997,10,23,13.1,203
EB,1996,1997,10,23,0.05,95
WB,1996,1997,10,23,12.1,203
EB,1996,1997,10,23,0.05,96
WB,1996,1997,10,23,11,202
EB,1996,1997,10,24,0.05,96
EB,1996,1997,10,25,0.05,98
WB,1996,1997,10,25,7.5,198
EB,1996,1997,10,27,0.05,98
WB,1996,1997,10,27,9.4,193
WB,1996,1997,10,29,9.2,199
WB,1996,1997,10,29,9.2,201
EB,1996,1997,10,29,0.05,100
EB,1996,1997,10,29,0.05,99
EB,1996,1997,11,1,0.05,95
WB,1996,1997,11,1,9.5,195
EB,1996,1997,11,3,0.05,95
WB,1996,1997,11,3,9.2,189
EB,1996,1997,11,5,0.05,98
EB,1996,1997,11,5,0.05,98
WB,1996,1997,11,5,9.1,187
WB,1996,1997,11,5,9.1,188
EB,1996,1997,11,8,0.05,102
WB,1996,1997,11,8,9.3,182
EB,1996,1997,11,10,0.05,96
WB,1996,1997,11,10,13.3,195
EB,1996,1997,11,13,0.05,99
EB,1996,1997,11,13,0.05,100
WB,1996,1997,11,13,13.1,194
WB,1996,1997,11,13,12.8,193
EB,1996,1997,11,15,0.3,97
WB,1996,1997,11,15,12.9,184
EB,1996,1997,11,17,0.05,99
WB,1996,1997,11,17,13.5,181
EB,1996,1997,11,19,0.05,101
EB,1996,1997,11,19,0.05,100
WB,1996,1997,11,19,13.9,181
WB,1996,1997,11,19,0.05,21
WB,1996,1997,11,26,15.2,169
WB,1996,1997,11,26,15,169
EB,1996,1997,11,26,0.05,96
EB,1996,1997,11,26,0.05,96
EB,1996,1997,11,29,0.05,100
WB,1996,1997,11,29,15.4,171
EB,1996,1997,12,1,1.1,94
WB,1996,1997,12,1,16.8,165
EB,1996,1997,12,1,0.8,93
WB,1996,1997,12,1,21.4,176
EB,1996,1997,12,2,1.3,93
WB,1996,1997,12,2,26,190
EB,1996,1997,12,2,1.6,93
WB,1996,1997,12,2,34,203
EB,1996,1997,12,2,2.6,86
WB,1996,1997,12,2,43.7,206
EB,1996,1997,12,2,3.2,82
WB,1996,1997,12,2,44.5,215
EB,1996,1997,12,2,2.7,83
WB,1996,1997,12,2,44.7,213
EB,1996,1997,12,2,2.2,83
WB,1996,1997,12,2,43.5,205
EB,1996,1997,12,3,1.9,84
WB,1996,1997,12,3,43.2,204
EB,1996,1997,12,3,1,88
EB,1996,1997,12,3,0.9,87
WB,1996,1997,12,3,43.3,205
WB,1996,1997,12,3,43.5,207
EB,1996,1997,12,6,0.05,92
WB,1996,1997,12,6,33.2,190
EB,1996,1997,12,7,0.05,93
WB,1996,1997,12,7,31.5,188
EB,1996,1997,12,8,0.3,82
WB,1996,1997,12,8,30.5,180
WB,1996,1997,12,8,36.5,198
WB,1996,1997,12,8,38.4,201
WB,1996,1997,12,10,33.3,191
WB,1996,1997,12,10,33.5,191
EB,1996,1997,12,10,0.05,90
EB,1996,1997,12,10,0.05,89
EB,1996,1997,12,11,1,83
EB,1996,1997,12,11,0.4,85
EB,1996,1997,12,13,0.05,92
WB,1996,1997,12,13,28.7,180
EB,1996,1997,12,15,0.05,93
WB,1996,1997,12,15,27.1,173
WB,1996,1997,12,17,27,170
WB,1996,1997,12,17,26.8,169
EB,1996,1997,12,17,0.05,92
EB,1996,1997,12,17,0.05,91
EB,1996,1997,12,17,1.5,86
WB,1996,1997,12,17,39.1,201
EB,1996,1997,12,18,0.7,88
WB,1996,1997,12,18,39.8,204
EB,1996,1997,12,18,0.9,84
WB,1996,1997,12,18,35.7,193
EB,1996,1997,12,20,0.9,83
WB,1996,1997,12,20,37.5,201
EB,1996,1997,12,20,0.5,87
WB,1996,1997,12,20,36.6,200
WB,1996,1997,12,23,29.9,179
WB,1996,1997,12,23,30.4,183
EB,1996,1997,12,23,0.4,92
EB,1996,1997,12,23,0.4,91
EB,1996,1997,12,25,1.3,87
WB,1996,1997,12,25,31.7,180
EB,1996,1997,12,25,1.5,87
WB,1996,1997,12,25,34.4,191
EB,1996,1997,12,27,0.7,91
WB,1996,1997,12,27,30.2,179
WB,1996,1997,12,31,36.6,190
WB,1996,1997,12,31,36.6,190
EB,1996,1997,12,31,1.3,94
EB,1996,1997,12,31,1.2,93
WB,1997,1997,1,3,29.7,170
WB,1997,1997,1,7,29.8,164
WB,1997,1997,1,7,29.4,165
EB,1997,1997,1,7,3.3,94
EB,1997,1997,1,7,3.5,95
EB,1997,1997,1,14,3.6,96
EB,1997,1997,1,14,3.5,95
WB,1997,1997,1,14,27.6,155
WB,1997,1997,1,14,27.4,155
EB,1997,1997,1,17,6.6,90
WB,1997,1997,1,17,28.6,162
EB,1997,1997,1,21,2.4,99
EB,1997,1997,1,21,2.5,97
WB,1997,1997,1,21,28,164
WB,1997,1997,1,21,28,165
WB,1997,1997,1,24,29.3,159
WB,1997,1997,1,25,29,154
WB,1997,1997,1,25,37.6,190
WB,1997,1997,1,26,39.8,196
WB,1997,1997,1,28,32.9,169
WB,1997,1997,1,28,33,168
EB,1997,1997,1,28,4.5,91
EB,1997,1997,1,28,4.5,91
WB,1997,1997,1,31,33,172
WB,1997,1997,2,2,30.3,165
EB,1997,1997,2,4,2.1,97
EB,1997,1997,2,4,2.2,96
WB,1997,1997,2,4,29.2,160
WB,1997,1997,2,4,29.6,162
WB,1997,1997,2,7,31.1,160
WB,1997,1997,2,9,29.1,157
EB,1997,1997,2,11,2.6,99
EB,1997,1997,2,11,2.6,98
WB,1997,1997,2,11,29.6,160
WB,1997,1997,2,11,29.6,160
EB,1997,1997,2,14,4.5,96
WB,1997,1997,2,14,19.4,134
EB,1997,1997,2,16,3.6,95
WB,1997,1997,2,16,23.7,140
EB,1997,1997,2,18,3.7,95
EB,1997,1997,2,18,3.7,96
WB,1997,1997,2,18,28.1,147
WB,1997,1997,2,18,28.9,148
EB,1997,1997,2,21,6.1,92
WB,1997,1997,2,23,24.7,138
WB,1997,1997,2,23,34.5,151
EB,1997,1997,2,25,6.1,92
EB,1997,1997,2,25,6.1,93
WB,1997,1997,2,25,33.6,154
WB,1997,1997,2,25,33.8,154
WB,1997,1997,2,28,24.2,139
WB,1997,1997,3,2,28.8,147
EB,1997,1997,3,4,4.9,94
EB,1997,1997,3,4,4.9,94
WB,1997,1997,3,4,35.6,160
WB,1997,1997,3,4,35.9,158
WB,1997,1997,3,7,27.3,148
WB,1997,1997,3,9,25.1,147
WB,1997,1997,3,11,29.4,154
WB,1997,1997,3,11,28.6,151
EB,1997,1997,3,11,2.7,97
EB,1997,1997,3,11,2.7,97
EB,1997,1997,3,14,2.9,98
WB,1997,1997,3,14,27.1,151
EB,1997,1997,3,16,2.6,98
