Site,Watershed,ISCO Number,Record Type,Year,WY,Month,Day,Hour,Season,Julian Day,Running Day of Project,Ca flag,Ca (ueq/L),NMCa (ueq/L),Mg flag,Mg (ueq/L),NMMg (ueq/L),K flag,K (ueq/L),NMK (ueq/L),Na flag,Na (ueq/L),NMNa (ueq/L),Si flag,Si (mg/L),NH4 flag,NH4 (ueq/L),Al flag,Al (ppb),Al-Org flag,Al-Org (PPB),Total N flag,Total N (ppm),Cl flag,Cl (ueq/L),SO4 flag,SO4 (ueq/L),NMSO4 (ueq/L),NO3 flag,NO3 (ueq/L),DOC flag,DOC (mg/L),DIC flag,DIC (mg/L),ANC (ueq/L),Closed-cell pH,Air-equilibrated pH,Specific Conductance (us/cm),Discharge (L/sec),Initial pH,H+ (ueq/L),HCO3 (ueq/L),Unequilibrated pH (older samples),Apparent color flag,Apparent Color (PCU),True color flag,True color (PCU),Total P flag,Total P (ppb),Field Temp (degrees C),Comment,SUVA
WB3,WB,4,ISCO,1996,1996,6,7,16,SUMMER,159.7,3811.67,,112,108,,37,18,,8.4,7,,100,15,,2,Half DL,1.4,,477,,,,,,100,,197,187,,12.6,,1.6,,,-5.1,S,4.96,38.4,2.831,,11,,,<RL,3,,,,,,,
EB8,EB,6,ISCO,1996,1996,6,9,16,SUMMER,161.7,3813.67,,62,59,,23,6,,3.8,2,,91,15,,1.6,Half DL,1.4,,167,,,,,,89,,96,87,Half DL,0.05,,2.1,,,4.7,S,5.45,23.1,4.303,,3.55,,,<RL,4,,,,,,,
WB3,WB,6,ISCO,1996,1996,6,9,16,SUMMER,161.7,3813.67,,110,107,,37,18,,7.7,6,,100,15,,2.1,Half DL,1.4,,455,,,,,,100,,195,185,,10.2,,1.6,,,-2.6,S,5,37.6,3.142,,10,,,<RL,4,,,,,,,
EB8,EB,S,DUP,1996,1996,6,11,12,SUMMER,163.5,3815.5,,63,60,,23,6,,4.1,2,,91,16,,1.7,<RL,2.77,,153,,,,0.11,,87,,95,86,Half DL,0.05,,2.2,,1,-1.9,5.29,5.47,23.5,4.275,,3.39,6.31,,<RL,4,,,,,,,
EB8,EB,S,REG,1996,1996,6,11,12,SUMMER,163.5,3815.5,,63,60,,23,6,,4.1,2,,92,18,,1.7,Half DL,1.4,,160,,,,0.16,,86,,95,86,Half DL,0.05,,2.1,,1,-2.7,5.3,5.44,23.4,4.275,,3.63,6.31,,<RL,4,,,,,,,
WB3,WB,S,REP,1996,1996,6,11,12,SUMMER,163.5,3815.5,,111,108,,37,18,,7.7,6,,100,16,,2.1,Half DL,1.4,,107,,,,0.21,,98,,190,180,,8.4,,1.6,,1,-9.4,S,5.02,37.6,2.916,,9.55,,6.91,<RL,2,,,,,,,
WB3,WB,S,REG,1996,1996,6,11,13,SUMMER,163.5,3815.54,,111,108,,37,18,,7.9,6,,101,17,,2.1,<RL,2.77,,110,,,,0.2,,98,,189,179,,8.4,,1.7,,1,-9.9,6.89,5,37.7,2.831,,10,61.5,,<RL,2,,,,,,,
EB8,EB,4,ISCO,1996,1996,6,14,16,SUMMER,166.7,3818.67,,67,64,,24,5,,2.8,1,,96,14,,2,Half DL,1.4,,135,,,,,,95,,94,84,Half DL,0.05,,2,,,2,S,5.5,23.9,2.236,,3.16,,,<RL,4,,,,,,,
WB3,WB,4,ISCO,1996,1996,6,14,16,SUMMER,166.7,3818.67,,109,106,,36,17,,6.1,4,,102,16,,2.5,Half DL,1.4,,339,,,,,,100,,178,168,,4.4,,1.3,,,-7.1,S,5.01,35.6,1.699,,9.77,,,<RL,3,,,,,,,
EB8,EB,6,ISCO,1996,1996,6,16,16,SUMMER,168.7,3820.67,,,,,,,,,,,,,,2,Half DL,1.4,,144,,,,,,96,,93,83,Half DL,0.05,,1.9,,,3,S,5.4,24.2,1.472,,3.98,,,<RL,4,,,,,,,
WB3,WB,6,ISCO,1996,1996,6,16,16,SUMMER,168.7,3820.67,,66,62,,23,4,,3.3,1,,95,9,,2.5,Half DL,1.4,,320,,,,,,100,,177,167,,3.1,,1.6,,,-6.3,S,5.02,35.6,1.331,,9.55,,,<RL,3,,,,,,,
EB8,EB,S,REG,1996,1996,6,18,12,SUMMER,170.5,3822.5,,69,66,,25,5,,2.8,1,,97,12,,2.2,Half DL,1.4,,147,,,<RL,0.08,,99,,95,85,Half DL,0.05,,1.8,,1.5,5,5.31,5.58,24.2,0.906,,2.63,10.1,,<RL,4,,,,1.6,,,
EB8,EB,S,REP,1996,1996,6,18,12,SUMMER,170.5,3822.5,,69,66,,24,5,,2.8,1,,97,13,,2.1,Half DL,1.4,,,,,<RL,0.08,,98,,94,84,Half DL,0.05,,1.8,,1.4,3.4,S,5.57,36.2,0.906,,2.69,,5.35,<RL,4,,,,,,,
WB3,WB,S,DUP,1996,1996,6,18,13,SUMMER,170.5,3822.54,,106,102,,36,17,,4.9,3,,103,17,,2.7,Half DL,1.4,,283,,,<RL,0.09,,100,,172,162,,2.6,,1.7,,0.8,-6,5.04,5.04,35.2,1.076,,9.12,3.11,,<RL,2,,,,,,,
WB3,WB,S,REG,1996,1996,6,18,13,SUMMER,170.5,3822.54,,106,103,,36,17,,4.6,3,,103,17,,2.7,Half DL,1.4,,290,,,,0.12,,100,,172,162,,2.6,,1.6,,0.7,-5.4,5.02,5.05,35.1,1.076,,8.91,2.55,,<RL,2,,,,,,,
WB3,WB,4,ISCO,1996,1996,6,20,16,SUMMER,172.7,3824.67,,106,102,,37,17,,4.1,2,,102,16,,2.7,Half DL,1.4,,247,,,,,,101,,171,161,,2.4,,1.4,,,-4.6,S,5.05,34.3,0.764,,8.91,,,<RL,2,,,,,,,
WB3,WB,16,ISCO,1996,1996,6,21,16,SUMMER,173.7,3825.67,,105,102,,37,19,,5.1,3,,99,18,,2.5,Half DL,1.4,,244,,,,,,95,,169,159,,3.6,,1.5,,,-4.3,S,5.13,33.2,2.236,,7.41,,,<RL,4,,,,,,,
EB8,EB,6,ISCO,1996,1996,6,23,10,SUMMER,175.4,3827.42,,63,60,,23,6,,2.8,1,,89,14,,2.7,Half DL,1.4,,146,,,,,,88,,90,81,Half DL,0.05,,2.3,,,2.2,S,5.59,23.1,7.361,,2.57,,,,10,,,,,,,
EB8,EB,9,ISCO,1996,1996,6,23,16,SUMMER,175.7,3827.67,,61,58,,22,6,,2.6,1,,89,17,<DL,0,<RL,3.88,,161,,,,,,84,,90,81,Half DL,0.05,,2.2,,,1.6,S,5.49,22.6,10.871,,3.24,,,<RL,5,,,,,,,
EB8,EB,15,ISCO,1996,1996,6,24,4,SUMMER,176.2,3828.17,,63,60,,22,5,,2.8,1,,90,16,,1.8,Half DL,1.4,,139,,,,,,87,,93,84,Half DL,0.05,,2.2,,,-0.6,S,5.6,22.8,6.625,,2.51,,,<RL,5,,,,,,,
EB8,EB,S,DUP,1996,1996,6,25,13,SUMMER,177.5,3829.54,,60,57,,21,5,,2.8,1,,87,19,,1.7,Half DL,1.4,,166,,,,0.1,,79,,90,82,Half DL,0.05,,2.1,,1.2,2,5.35,5.45,22.1,12.626,,3.55,8.63,,<RL,5,,,,1,,,
EB8,EB,S,REG,1996,1996,6,25,13,SUMMER,177.5,3829.54,,60,57,,21,6,,2.8,1,,88,20,,1.7,Half DL,1.4,,168,,,<RL,0.08,,79,,91,83,Half DL,0.05,,2.1,,1.2,2.1,5.31,5.4,22.1,12.626,,3.98,7.79,,<RL,5,,,,1,,,
WB3,WB,S,REG,1996,1996,6,25,13,SUMMER,177.5,3829.54,,115,111,,36,17,,6.4,5,,100,17,,2,Half DL,1.4,,497,,,,0.2,,97,,192,182,,8.7,,1.7,,1.1,-5.9,4.93,4.93,38.4,10.418,,11.7,3.23,,<RL,3,,,,1.5,,,
WB3,WB,S,REP,1996,1996,6,25,13,SUMMER,177.5,3829.54,,115,112,,35,17,,6.4,5,,100,17,,2,Half DL,1.4,,506,,,,0.2,,97,,193,183,,8.7,,1.7,,1,-5.8,S,4.94,38.2,10.418,,11.5,,4.96,<RL,4,,,,,,,
EB8,EB,2,ISCO,1996,1996,6,25,18,SUMMER,177.8,3829.75,,59,56,,21,6,,2.8,1,,87,21,,1.7,Half DL,1.4,,183,,,,,,77,,94,86,Half DL,0.05,,2.1,,,0.3,S,5.42,22.1,13.645,,3.8,,,<RL,4,,,,,,,
WB3,WB,4,ISCO,1996,1996,6,25,18,SUMMER,177.8,3829.75,,115,112,,36,17,,6.1,4,,103,17,,2,Half DL,1.4,,141,,,,,,100,,206,196,,11,,1.5,,,-9.6,S,4.94,39.4,9.625,,11.5,,,<RL,3,,,,,,,
EB8,EB,8,ISCO,1996,1996,6,26,6,SUMMER,178.3,3830.25,,59,57,,21,6,,2.6,1,,87,22,,1.7,Half DL,1.4,,179,,,,,,76,,93,85,Half DL,0.05,,1.9,,,0.3,S,5.46,22.1,8.55,,3.47,,,<RL,3,,,,,,,
WB3,WB,10,ISCO,1996,1996,6,26,6,SUMMER,178.3,3830.25,,114,110,,36,17,,5.9,4,,103,18,,2,Half DL,1.4,,151,,,,,,99,,207,197,,11.1,,1.4,,,-8.1,S,4.96,39.4,6.766,,11,,,<RL,2,,,,,,,
EB8,EB,11,ISCO,1996,1996,6,28,16,SUMMER,180.7,3832.67,,62,59,,21,6,,2.6,1,,90,21,,1.8,Half DL,1.4,,147,,,,,,80,,95,87,Half DL,0.05,,1.9,,,1.6,S,5.61,22.7,1.953,,2.45,,,<RL,4,,,,,,,
EB8,EB,13,ISCO,1996,1996,6,30,16,SUMMER,182.7,3834.67,,65,62,,22,5,,2.3,1,,94,20,,1.9,Half DL,1.4,,140,,,,,,87,,97,88,Half DL,0.05,,1.8,,,1.3,S,5.6,23.4,1.076,,2.51,,,<RL,4,,,,,,,
EB8,EB,S,REG,1996,1996,7,2,12,SUMMER,184.5,3836.5,,71,67,,23,6,,2.3,1,,96,19,,2,Half DL,1.4,,158,,,<RL,0.07,,90,,95,86,Half DL,0.05,,1.5,,1.3,0.3,5.35,5.57,23.9,1.076,,2.69,9.5,,<RL,2,,,,1.6,,,
EB8,EB,S,REP,1996,1996,7,2,12,SUMMER,184.5,3836.5,,71,68,,24,6,,2.3,1,,96,19,,2,Half DL,1.4,,165,,,<RL,0.07,,90,,95,86,Half DL,0.05,,1.6,,1.3,2.7,S,5.6,23.9,1.076,,2.51,,5.35,<RL,4,,,,,,,
WB3,WB,S,DUP,1996,1996,7,2,12,SUMMER,184.5,3836.5,,111,108,,37,18,,4.1,2,,104,20,,2.5,Half DL,1.4,,353,,,,0.21,,97,,184,174,,1,,1.2,,0.8,-7.8,5,5.02,35.3,1.076,,9.55,2.85,,<RL,2,,,,1.8,,,
WB3,WB,S,REG,1996,1996,7,2,13,SUMMER,184.5,3836.54,,111,107,,37,18,,4.1,2,,102,18,,2.5,Half DL,1.4,,351,,,,0.21,,98,,182,172,,1,,1.2,,0.7,-6.9,4.97,5.03,35.4,0.906,,9.33,2.38,,<RL,2,,,,1.8,,,
EB8,EB,4,ISCO,1996,1996,7,9,10,SUMMER,191.4,3843.42,,54,52,,18,7,,4.1,3,,76,27,,1.5,Half DL,1.4,,228,,,,,,57,,79,73,Half DL,0.05,,3.5,,,4,S,5.4,19.7,2.831,,3.98,,,,148,,,,,,,
EB8,EB,16,ISCO,1996,1996,7,9,10,SUMMER,191.4,3843.42,,57,55,,19,6,,2.3,1,,82,27,,1.6,Half DL,1.4,,181,,,,,,64,,91,84,Half DL,0.05,,2.4,,,0.4,S,5.43,21.1,2.831,,3.72,,,<RL,5,,,,,,,
EB8,EB,5,ISCO,1996,1996,7,9,12,SUMMER,191.5,3843.5,,56,54,,18,7,,3.1,2,,80,29,,1.6,Half DL,1.4,,236,,,,,,59,,86,80,Half DL,0.05,,3.2,,,1.8,S,5.38,20.4,2.831,,4.17,,,,22,,,,,,,
EB8,EB,S,DUP,1996,1996,7,9,14,SUMMER,191.6,3843.58,,64,62,,21,7,,2,1,,89,26,,1.9,Half DL,1.4,,154,,,<RL,0.09,,73,,92,84,Half DL,0.05,,1.7,,1,1.8,5.33,5.56,22.6,2.831,,2.75,7.36,,<RL,3,,,,2.1,,,
EB8,EB,S,REG,1996,1996,7,9,14,SUMMER,191.6,3843.58,,65,63,,21,7,,1.8,0,,89,27,,1.9,Half DL,1.4,,163,,,<RL,0.07,,73,,92,84,Half DL,0.05,,1.8,,1.1,2.9,5.48,5.51,22.4,2.831,,3.09,10.2,,<RL,3,,,,1.6,,,
WB3,WB,S,REG,1996,1996,7,9,14,SUMMER,191.6,3843.58,,108,105,,35,18,,4.1,3,,99,28,,2.3,Half DL,1.4,,99,,,<RL,0.08,,83,,187,178,,1.4,,1.4,,0.8,-6.8,4.95,4.99,36.4,2.52,,10.2,2.34,,<RL,3,,,,2.5,,,
WB3,WB,S,REP,1996,1996,7,9,14,SUMMER,191.6,3843.58,,108,105,,35,18,,4.3,3,,99,27,,2.2,Half DL,1.4,,101,,,<RL,0.07,,84,,189,180,,1.3,,1.4,,0.8,-5.7,S,5,36.1,2.52,,10,,4.97,<RL,3,,,,,,,
EB8,EB,3,ISCO,1996,1996,7,9,16,SUMMER,191.7,3843.67,,62,60,,21,6,,2.8,1,,86,21,,1.7,Half DL,1.4,,156,,,,,,75,,88,80,Half DL,0.05,,2.2,,,3.2,S,5.62,21.8,2.831,,2.4,,,,13,,,,,,,
EB8,EB,7,ISCO,1996,1996,7,9,16,SUMMER,191.7,3843.67,,56,54,,18,6,,2.6,1,,81,29,,1.6,Half DL,1.4,,216,,,,,,60,,87,81,Half DL,0.05,,2.8,,,0.1,S,5.36,20.6,2.831,,4.37,,,,11,,,,,,,
EB8,EB,22,ISCO,1996,1996,7,9,16,SUMMER,191.7,3843.67,,60,57,,20,6,,2.3,1,,85,25,,1.8,Half DL,1.4,,161,,,,,,70,,94,87,Half DL,0.05,,2,,,0.2,S,5.48,21.7,2.831,,3.31,,,<RL,5,,,,,,,
EB8,EB,23,ISCO,1996,1996,7,9,16,SUMMER,191.7,3843.67,,62,60,,20,5,,2,1,,87,22,,1.8,Half DL,1.4,,148,,,,,,76,,94,86,Half DL,0.05,,2,,,1.3,S,5.54,22.2,2.831,,2.88,,,,6,,,,,,,
WB3,WB,2,ISCO,1996,1996,7,9,16,SUMMER,191.7,3843.67,,109,105,,37,18,,3.6,2,,103,21,,2.5,Half DL,1.4,,299,,,,,,96,,184,174,<RL,0.9,,1.6,,,-5,S,5.08,35.7,2.52,,8.32,,,<RL,2,,,,,,,
WB3,WB,3,ISCO,1996,1996,7,9,16,SUMMER,191.7,3843.67,,113,110,,34,18,,5.1,4,,96,25,,1.9,Half DL,1.4,,618,,,,,,82,,207,199,,11.2,,2.1,,,-11.3,S,4.86,39,2.52,,13.8,,,,50,,,,,,,
WB3,WB,4,ISCO,1996,1996,7,9,16,SUMMER,191.7,3843.67,,112,109,,33,16,,4.9,3,,99,25,,2,Half DL,1.4,,582,,,,,,86,,211,202,,7.8,,1.7,,,-7.6,S,4.91,39,2.52,,12.3,,,<RL,4,,,,,,,
WB3,WB,6,ISCO,1996,1996,7,9,16,SUMMER,191.7,3843.67,,109,106,,35,17,,4.1,2,,100,24,,2.2,Half DL,1.4,,457,,,,,,89,,203,194,,2.2,,1.5,,,-7,S,4.95,37.4,2.52,,11.2,,,<RL,5,,,,,,,
EB8,EB,10,ISCO,1996,1996,7,9,22,SUMMER,191.9,3843.92,,56,54,,18,6,,2.6,1,,80,27,,1.6,Half DL,1.4,,199,,,,,,62,,89,83,Half DL,0.05,,2.5,,,0.7,S,5.37,20.7,2.236,,4.27,,,,7,,,,,,,
WB3,WB,4,ISCO,1996,1996,7,12,16,SUMMER,194.7,3846.67,,107,103,,35,17,,3.6,2,,102,23,,2.5,Half DL,1.4,,291,,,,,,92,,185,175,<RL,0.8,,1.4,,,-6.6,S,5.03,35.5,1.274,,9.33,,,<RL,3,,,,,,,
EB8,EB,8,ISCO,1996,1996,7,12,24,SUMMER,195,3847,,52,50,,17,9,,4.6,4,,66,27,,1.4,<RL,2.77,,326,,,,,,45,,74,69,Half DL,0.05,,5,,,,S,,18.6,1.076,,,,,,,,,,,,,
EB8,EB,20,ISCO,1996,1996,7,12,24,SUMMER,195,3847,,52,50,,17,8,,2.6,2,,74,31,,1.5,Half DL,1.4,,203,,,,,,50,,87,82,Half DL,0.05,,2.7,,,-0.6,S,5.32,19.4,1.076,,4.79,,,,6,,,,,,,
EB8,EB,11,ISCO,1996,1996,7,13,6,SUMMER,195.3,3847.25,,47,45,,16,8,,3.8,3,,64,29,,1.4,Half DL,1.4,,292,,,,,,41,,80,76,Half DL,0.05,,4.4,,,-3.4,S,5.1,18.7,1.076,,7.94,,,,19,,,,,,,
EB8,EB,13,ISCO,1996,1996,7,13,10,SUMMER,195.4,3847.42,,48,46,,16,7,,3.1,2,,66,29,,1.4,Half DL,1.4,,285,,,,,,43,,82,78,Half DL,0.05,,3.6,,,-2.7,S,5.17,19.2,1.076,,6.76,,,,12,,,,,,,
EB8,EB,5,ISCO,1996,1996,7,13,16,SUMMER,195.7,3847.67,,65,62,,22,6,,2,1,,90,20,,2,Half DL,1.4,,133,,,,,,82,,93,85,Half DL,0.05,,1.9,,,1.4,S,5.57,22.7,1.699,,2.69,,,<RL,3,,,,,,,
EB8,EB,16,ISCO,1996,1996,7,13,16,SUMMER,195.7,3847.67,,50,48,,16,7,,2.8,2,,70,29,,1.5,Half DL,1.4,,235,,,,,,47,,85,80,Half DL,0.05,,3.3,,,-2.1,S,5.22,19.2,1.699,,6.03,,,,8,,,,,,,
WB3,WB,5,ISCO,1996,1996,7,13,16,SUMMER,195.7,3847.67,,102,99,,35,17,,4.6,3,,98,21,,2.4,<RL,2.77,,276,,,,,,90,,179,170,,1.2,,1.5,,,-5.9,S,5.08,34.3,1.699,,8.32,,,<RL,3,,,,,,,
EB8,EB,7,ISCO,1996,1996,7,13,22,SUMMER,195.9,3847.92,,55,53,,18,7,,4.1,3,,76,25,,1.5,<RL,2.77,,200,,,,,,59,,79,73,Half DL,0.05,,3.1,,,2.1,S,5.47,19.4,26.102,,3.39,,,,20,,,,,,,
EB8,EB,24,ISCO,1996,1996,7,15,8,SUMMER,197.3,3849.33,,52,51,,17,8,,2.6,2,,74,32,,1.6,Half DL,1.4,,196,,,,,,49,,89,84,Half DL,0.05,,2.8,,,-1.5,S,5.3,19.6,18.911,,5.01,,,,7,,,,,,,
EB8,EB,6,ISCO,1996,1996,7,15,24,SUMMER,198,3850,,54,53,,18,8,,2,1,,77,35,,1.7,Half DL,1.4,,174,,,,,,50,,85,80,Half DL,0.05,,2.4,,,-0.6,S,5.48,20,11.72,,3.31,,,<RL,5,,,,,,,
WB3,WB,7,ISCO,1996,1996,7,15,24,SUMMER,198,3850,,103,100,,31,18,,4.6,3,,89,31,,1.9,Half DL,1.4,,533,,,,,,68,,207,200,,2.9,,1.8,,,-10,S,4.94,37.3,8.974,,11.5,,,<RL,3,,,,,,,
EB8,EB,S,REG,1996,1996,7,16,13,SUMMER,198.5,3850.54,,55,53,,17,7,,2.3,1,,77,33,,1.7,Half DL,1.4,,195,,,,0.1,,52,,90,85,Half DL,0.05,,2.3,,0.7,0,5.28,5.32,20,11.72,,4.79,4.22,,<RL,5,,,,4,,,
EB8,EB,S,REP,1996,1996,7,16,13,SUMMER,198.5,3850.54,,55,53,,17,7,,2.3,1,,77,32,,1.7,Half DL,1.4,,192,,,,0.1,,52,,91,86,Half DL,0.05,,2.4,,0.7,-0.9,S,5.33,20,11.72,,4.68,,5.24,<RL,5,,,,,,,
WB3,WB,S,DUP,1996,1996,7,16,13,SUMMER,198.5,3850.54,,103,101,,30,18,,5.1,4,,87,31,,1.9,Half DL,1.4,,543,,,,0.21,,66,,209,202,,3.4,,1.9,,0.8,-10.7,4.85,4.85,36.5,9.625,,14.1,2.04,,<RL,3,,,,2.7,,,
WB3,WB,S,REG,1996,1996,7,16,13,SUMMER,198.5,3850.54,,104,101,,30,18,,5.1,4,,88,31,,1.9,Half DL,1.4,,553,,,,0.23,,66,,208,201,,3.3,,1.9,,0.9,-10.3,4.81,4.87,36.5,9.625,,13.5,1.93,,<RL,3,,,,2.9,,,
EB8,EB,2,ISCO,1996,1996,7,16,16,SUMMER,198.7,3850.67,,54,52,,18,8,,2.3,1,,77,32,,1.7,Half DL,1.4,,178,,,,,,53,,90,85,Half DL,0.05,,2.3,,,0.3,S,5.25,20.2,9.625,,5.62,,,,6,,,,,,,
WB3,WB,3,ISCO,1996,1996,7,16,16,SUMMER,198.7,3850.67,,105,103,,31,18,,4.9,4,,88,31,,1.9,Half DL,1.4,,540,,,,,,67,,206,199,,3.7,,2.3,,,-13.6,S,4.1,37.3,8.974,,,,,,6,,,,,,,
WB3,WB,11,ISCO,1996,1996,7,17,8,SUMMER,199.3,3851.33,,103,100,,31,18,,4.6,3,,92,33,,2,Half DL,1.4,,506,,,,,,69,,204,197,,2.5,,1.9,,,-10.8,S,4.94,36.9,7.162,,11.5,,,<RL,4,,,,,,,
EB8,EB,9,ISCO,1996,1996,7,17,16,SUMMER,199.7,3851.67,,56,54,,19,8,,2.3,1,,80,34,,1.8,Half DL,1.4,,168,,,,,,54,,90,84,Half DL,0.05,,2.3,,,1,S,4.52,20.5,5.407,,,,,<RL,5,,,,,,,
WB3,WB,15,ISCO,1996,1996,7,17,16,SUMMER,199.7,3851.67,,103,101,,31,17,,4.9,4,,93,31,,2,Half DL,1.4,,469,,,,,,72,,202,195,,2.2,,1.7,,,-10.1,S,4.94,36.7,5.152,,11.5,,,<RL,4,,,,,,,
EB8,EB,12,ISCO,1996,1996,7,18,24,SUMMER,201,3853,,53,51,,17,6,,3.1,2,,75,27,,1.6,Half DL,1.4,,189,,,,,,56,,90,84,Half DL,0.05,,2.9,,,1.6,S,5.5,19.4,3.114,,3.16,,,,17,,,,,,,
EB8,EB,15,ISCO,1996,1996,7,20,6,SUMMER,202.3,3854.25,,52,51,,17,8,,2,1,,78,35,,1.7,Half DL,1.4,,199,,,,,,50,,91,86,Half DL,0.05,,2.6,,,1.9,S,4.26,20.2,14.155,,,,,,7,,,,,,,
EB8,EB,20,ISCO,1996,1996,7,20,16,SUMMER,202.7,3854.67,,53,51,,18,8,,2,1,,79,32,,1.7,Half DL,1.4,,171,,,,,,54,,91,85,Half DL,0.05,,2.4,,,0.6,S,5.44,20.1,9.059,,3.63,,,,6,,,,,,,
EB8,EB,23,ISCO,1996,1996,7,21,16,SUMMER,203.7,3855.67,,56,54,,19,8,,1.8,1,,81,32,,1.8,Half DL,1.4,,152,,,,,,57,,92,86,Half DL,0.05,,2.2,,,1.2,S,4.52,20.5,4.53,,,,,<RL,5,,,,,,,
EB8,EB,S,DUP,1996,1996,7,23,12,SUMMER,205.5,3857.5,,60,57,,20,7,,2,1,,86,30,,1.9,Half DL,1.4,,142,,,<RL,0.09,,65,,93,86,Half DL,0.05,,2,,0.8,3.1,5.34,5.6,21.4,2.548,,2.51,6.01,,<RL,4,,,,,,,
EB8,EB,S,REG,1996,1996,7,23,12,SUMMER,205.5,3857.5,,60,58,,20,7,,2,1,,85,30,,1.9,Half DL,1.4,,145,,,<RL,0.08,,64,,92,85,Half DL,0.05,,2,,0.8,1.8,5.4,5.54,21.3,2.548,,2.88,6.82,,<RL,4,,,,,,,
WB3,WB,S,REG,1996,1996,7,23,12,SUMMER,205.5,3857.5,,102,99,,33,18,,4.3,3,,94,28,,2.3,Half DL,1.4,,377,,,,0.1,,77,,187,179,,1.9,,1.6,,0.7,-7.9,4.9,4.96,34.9,2.236,,11,1.95,,<RL,3,,,,,,,
WB3,WB,S,REP,1996,1996,7,23,12,SUMMER,205.5,3857.5,,102,99,,33,18,,4.3,3,,95,30,,2.3,Half DL,1.4,,376,,,,0.1,,75,,186,178,,1.9,,1.6,,0.7,7.4,S,4.98,34.9,2.236,,10.5,,4.93,<RL,3,,,,,,,
EB8,EB,2,ISCO,1996,1996,7,24,16,SUMMER,206.7,3858.67,,61,59,,21,8,,2,1,,87,30,,1.8,Half DL,1.4,,138,,,,,,66,,97,90,Half DL,0.05,,2.1,,,3,S,5.63,21.4,3.114,,2.34,,,<RL,4,,,,,,,
WB3,WB,2,ISCO,1996,1996,7,24,16,SUMMER,206.7,3858.67,,101,98,,33,19,,3.6,2,,93,30,,2.2,Half DL,1.4,,369,,,,,,74,,187,179,,4.4,,1.5,,,-7,S,5.02,34.9,2.831,,9.55,,,<RL,2,,,,,,,
EB8,EB,3,ISCO,1996,1996,7,25,16,SUMMER,207.7,3859.67,,60,58,,20,7,,1.8,1,,87,30,,1.8,Half DL,1.4,,143,,,,,,66,,97,90,Half DL,0.05,,2,,,2.7,S,5.62,21.2,3.142,,2.4,,,<RL,4,,,,,,,
WB3,WB,3,ISCO,1996,1996,7,25,16,SUMMER,207.7,3859.67,,101,98,,33,18,,3.8,2,,94,30,,2.2,Half DL,1.4,,552,,,,,,75,,186,178,,4.3,,1.5,,,-8.8,S,5.03,34.9,2.774,,9.33,,,<RL,2,,,,,,,
EB8,EB,4,ISCO,1996,1996,7,26,16,SUMMER,208.7,3860.67,,59,57,,20,8,,2,1,,84,32,,1.7,Half DL,1.4,,159,,,,,,61,,96,90,Half DL,0.05,,2,,,2.4,S,5.59,20.7,6.625,,2.57,,,<RL,5,,,,,,,
WB3,WB,4,ISCO,1996,1996,7,26,16,SUMMER,208.7,3860.67,,102,100,,33,19,,4.3,3,,93,30,,2.2,Half DL,1.4,,337,,,,,,74,,187,179,,4.5,,1.6,,,-6.6,S,5.06,34.6,4.699,,8.71,,,<RL,2,,,,,,,
EB8,EB,5,ISCO,1996,1996,7,27,16,SUMMER,209.7,3861.67,,56,54,,18,7,,3.1,2,,78,31,,1.6,Half DL,1.4,,165,,,,,,55,,89,83,Half DL,0.05,,2.3,,,3.2,S,5.6,19.6,7.842,,2.51,,,,7,,,,,,,
WB3,WB,5,ISCO,1996,1996,7,27,16,SUMMER,209.7,3861.67,,103,100,,32,18,,4.3,3,,91,29,,2,Half DL,1.4,,376,,,,,,73,,191,183,,4,,1.7,,,-6.1,S,5.02,34.8,6.172,,9.55,,,<RL,4,,,,,,,
EB8,EB,6,ISCO,1996,1996,7,28,16,SUMMER,210.7,3862.67,,53,51,,17,7,,1.8,1,,80,36,,1.6,Half DL,1.4,,179,,,,,,51,,94,89,Half DL,0.05,,2.4,,,1,S,5.45,19.7,9.059,,3.55,,,<RL,5,,,,,,,
WB3,WB,6,ISCO,1996,1996,7,28,16,SUMMER,210.7,3862.67,,101,99,,30,17,,4.3,3,,90,34,,2,Half DL,1.4,,531,,,,,,66,,207,200,,3.9,,2,,,-8.3,S,4.94,36.4,8.918,,11.5,,,<RL,3,,,,,,,
EB8,EB,7,ISCO,1996,1996,7,29,16,SUMMER,211.7,3863.67,,56,54,,18,7,,1.8,1,,82,32,,1.7,Half DL,1.4,,149,,,,,,59,,95,89,Half DL,0.05,,2.2,,,1.8,S,5.5,20.5,4.53,,3.16,,,<RL,4,,,,,,,
WB3,WB,7,ISCO,1996,1996,7,29,16,SUMMER,211.7,3863.67,,101,98,,31,18,,4.1,3,,93,34,,2.1,Half DL,1.4,,445,,,,,,69,,200,193,,3.7,,1.7,,,-7.9,S,4.97,35.9,3.878,,10.7,,,<RL,2,,,,,,,
EB8,EB,S,REP,1996,1996,7,30,12,SUMMER,212.5,3864.5,,59,57,,19,7,,2,1,,84,33,,1.9,Half DL,1.4,,157,,,<RL,0.09,,60,,96,90,Half DL,0.05,,1.6,,1,2.8,S,5.56,20.9,3.68,,2.75,,5.28,<RL,4,,,,,,,
