Site,Watershed,ISCO Number,Record Type,Year,WY,Month,Day,Hour,Season,Julian Day,Running Day of Project,Ca flag,Ca (ueq/L),NMCa (ueq/L),Mg flag,Mg (ueq/L),NMMg (ueq/L),K flag,K (ueq/L),NMK (ueq/L),Na flag,Na (ueq/L),NMNa (ueq/L),Si flag,Si (mg/L),NH4 flag,NH4 (ueq/L),Al flag,Al (ppb),Al-Org flag,Al-Org (PPB),Total N flag,Total N (ppm),Cl flag,Cl (ueq/L),SO4 flag,SO4 (ueq/L),NMSO4 (ueq/L),NO3 flag,NO3 (ueq/L),DOC flag,DOC (mg/L),DIC flag,DIC (mg/L),ANC (ueq/L),Closed-cell pH,Air-equilibrated pH,Specific Conductance (us/cm),Discharge (L/sec),Initial pH,H+ (ueq/L),HCO3 (ueq/L),Unequilibrated pH (older samples),Apparent color flag,Apparent Color (PCU),True color flag,True color (PCU),Total P flag,Total P (ppb),Field Temp (degrees C),Comment,SUVA
WB3,WB,18,ISCO,2014,2015,10,23,11,FALL,296.46,10523.46,,74.4,72.74283259,,28,19.44643743,,13,12.17555946,,64.8,27.03638327,,,,,,14.03703704,,,,,,44,,133,128.452019,,89.53,,169.8504,,,-6.45,,4.95,,19.14519662,,11.22018454,,,,,,,,,,ANC est from EqpH polynomial,
WB3,WB,24,ISCO,2014,2015,10,23,23,FALL,296.96,10523.96,,50.9,49.24283259,,23,14.44643743,,11.3,10.47555946,,57,19.23638327,,,,,,22.85185185,,,,,,44,,137,132.452019,,94.5,,147.3702,,,-7.42,,4.78,,42.55689426,,16.59586907,,,,,,,,,,ANC est from EqpH polynomial,
WB3,WB,,REG,2014,2015,11,14,10,FALL,318.42,10545.42,,71.9,69.56490047,,30.4,18.34725275,,10,8.838288327,,83.1,29.88763097,,,,0.1662,,24.77777778,,3.444444444,,0.688,,62,,145,138.5914814,,48.36,,159.0266,,33.304,-6.46,4.76,4.87,37,3.238370284,,13.48962883,0.804004102,,,,,,,0.5,,"TP<1; NH4<.005; ATEMP is daily max from NOAA, Waltham, ME Station;",
WB3,WB,,REG,2014,2015,12,14,13,WINTER,348.54,10575.54,,75.3,73.15321495,,34.6,23.51924849,,5.9,4.831974752,,79.6,30.67895106,,,,0.1662,,28.81481481,,2.111111111,,0.675,,57,,143,137.1082974,,48.27,,157.3614,,,-6.45,5.72,4.91,31.5,5.4482595,,12.30268771,,,,,,,,0.5,3,"TP<1; NH4<.005; ATEMP is daily max from NOAA, Bangor BGR ME Station",
EB8,EB,,REG,2015,2015,1,2,11,WINTER,2.46,10594.46,,38.9,36.91893169,,14.6,4.37460475,,4.8,3.814418806,,58.6,13.45531273,,,,,,3.448148148,,2.059259259,,0.148,,52.6,,49.3,43.8630955,,0.05,,106.5728,,,17.77,5.3,5.83,16.6,2.274236667,,1.479108388,,,,,,,,0.5,,TOTP<DL,0.227
EB8,EB,,REG,2015,2015,1,23,10,WINTER,23.42,10615.42,,47.4,45.03853645,,10.1,-2.088826657,,3.5,2.325172227,,59.2,5.386846162,,,,,,3.051851852,,2.307407407,,0.093,,62.7,,48.6,42.11912714,,0.05,,119.0618,,,4.92,5.97,5.99,17.73,1.44381,,1.023292992,,,,,,,,0.5,,TOTP<DL,0.184
EB8,EB,,REG,2015,2015,4,12,12,SPRING,102.5,10694.5,,37.6,35.56243735,,14.8,4.283006026,,4.7,3.686312879,,62.5,16.0679167,,,,,,3.27037037,,2.77037037,,0.098,,54.1,,44.8,39.20805069,,0.91,,120.727,,,12.44,5.45,5.87,15.69,8.610958333,,1.348962883,,,,,,,,3.3,,,0.045
EB8,EB,1,ISCO,2015,2015,4,12,12,SPRING,102.5,10694.5,,63.9,62.05451812,,17.3,7.774441687,,2.8,1.881873032,,49.2,7.145063189,,,,,,3.188888889,,,,,,49,,97.2,92.13520303,,0.83,,152.3658,,,,,5.97,,8.610958333,,1.071519305,,,,,,,,,,,
EB8,EB,2,ISCO,2015,2015,4,13,12,SPRING,103.5,10695.5,,55.9,54.24283259,,19.7,11.14643743,,3.3,2.475559458,,46.5,8.736383272,,,,,,4.518518519,,,,,,44,,94.1,89.55201905,,0.69,,190.6654,,,,,5.71,,22.38849167,,1.9498446,,,,,,,,,,,
EB8,EB,3,ISCO,2015,2015,4,14,12,SPRING,104.5,10696.5,,53.9,52.30309323,,23.9,15.65747607,,28.9,28.10553911,,44.4,8.009605698,,,,,,5.037037037,,,,,,42.4,,93.4,89.01740017,,0.37,,203.987,,,,,5.58,,40.08224167,,2.630267992,,,,,,,,,,,
EB8,EB,4,ISCO,2015,2015,4,15,12,SPRING,105.5,10697.5,,55.4,53.83698983,,19.7,11.63243531,,2.8,2.02240267,,45.7,10.08204331,,,,,,4.592592593,,,,,,41.5,,100.5,96.21042706,,0.07,,189.0002,,,,,5.64,,19.746225,,2.290867653,,,,,,,,,,,
EB8,EB,5,ISCO,2015,2015,4,16,12,SPRING,106.5,10698.5,,54.4,52.80685952,,19.7,11.47691599,,2.6,1.807412842,,46.5,10.1954321,,,,,,4,,,,,,42.3,,102.3,97.92773649,,0.03,,172.3482,,,,,5.74,,13.63598333,,1.819700859,,,,,,,,,,,
EB8,EB,6,ISCO,2015,2015,4,17,12,SPRING,107.5,10699.5,,58.9,57.34452241,,18.9,10.87131514,,2.8,2.026150127,,47,11.55369612,,,,,,4,,,,,,41.3,,100.1,95.8310997,,0.03,,180.6742,,,,,5.78,,12.59795,,1.659586907,,,,,,,,,,,
EB8,EB,7,ISCO,2015,2015,4,18,12,SPRING,108.5,10700.5,,53.9,52.3859516,,19.7,11.8851542,,2.6,1.846761141,,46.5,11.99778653,,,,,,4.074074074,,,,,,40.2,,98.8,94.64479922,,0.05,,175.6786,,,,,5.74,,16.23106667,,1.819700859,,,,,,,,,,,
EB8,EB,8,ISCO,2015,2015,4,19,12,SPRING,109.5,10701.5,,52.9,51.39725047,,18.1,10.34347395,,2.6,1.852382326,,45.7,11.45526574,,,,,,4,,,,,,39.9,,98.5,94.37580818,,0.15,,178.1764,,,,,5.77,,13.659575,,1.698243652,,,,,,,,,,,
EB8,EB,9,ISCO,2015,2015,4,20,12,SPRING,110.5,10702.5,,53.9,52.39725047,,16.5,8.743473945,,4.9,4.152382326,,46.1,11.85526574,,,,,,3.851851852,,,,,,39.9,,100.1,95.97580818,,0.02,,167.3526,,,,,5.81,,12.102525,,1.548816619,,,,,,,,,,,
EB8,EB,10,ISCO,2015,2015,4,21,12,SPRING,111.5,10703.5,,45.9,44.60816268,,17.3,10.63210918,,3.3,2.657311123,,39.6,10.16154423,,,,,,6.111111111,,,,,,34.3,,90,86.45464212,,0.01,,248.1148,,,,,5.48,,99.27373333,,3.311311215,,,,,,,,,,,
EB8,EB,11,ISCO,2015,2015,4,22,12,SPRING,112.5,10704.5,,49.4,48.04036947,,17.3,10.28219071,,2.8,2.12358401,,41.8,10.816669,,,,,,4.592592593,,,,,,36.1,,99.3,95.56858836,,0.01,,191.498,,,,,5.61,,18.4015,,2.454708916,,,,,,,,,,,
EB8,EB,12,ISCO,2015,2015,4,23,12,SPRING,113.5,10705.5,,48.4,46.91608191,,18.1,10.44067352,,2.8,2.061750969,,42.6,8.784397748,,,,,,4.259259259,,,,,,39.4,,96.1,92.02748978,,0.02,,179.8416,,,,,5.7,,14.03704167,,1.995262315,,,,,,,,,,,
EB8,EB,15,ISCO,2015,2015,4,26,12,SPRING,116.5,10708.5,,55.4,53.91231562,,17.3,9.621233605,,3.1,2.35987724,,44.4,10.49857135,,,,,,3.47037037,,,,,,39.5,,109.2,105.1171535,,0.01,,160.6918,,,,,5.84,,5.9451,,1.445439771,,,,,,,,,,,
EB8,EB,18,ISCO,2015,2015,4,29,12,SPRING,119.5,10711.5,,58.4,56.85205499,,19.7,11.71019497,,3.3,2.529897584,,46.5,11.22534892,,,,,,3.107407407,,,,,,41.1,,106.1,101.8517723,,0.02,,163.1896,,,,,5.92,,3.9634,,1.202264435,,,,,,,,,,,
EB8,EB,22,ISCO,2015,2015,5,3,12,SPRING,123.5,10715.5,,66.9,65.23530002,,21.4,12.8075576,,3.3,2.471812001,,49.6,11.66473047,,,,,,2.659259259,,,,,,44.2,,105.1,100.5313464,,0.01,,155.6962,,,,,6.03,,2.359166667,,0.933254301,,,,,,,,,,,
EB8,EB,,REG,2015,2015,5,13,10,SPRING,133.42,10725.42,,40,38.22984391,,14.6,5.463239986,,4.3,3.419347602,,59.5,19.16159122,,,,,,2.588888889,,2.033333333,,0.076,,47,,52.9,48.04192944,,0.43,,129.8856,,,18.36,6.19,6.33,16.45,1.7906075,,0.467735141,,,,,,,,0.5,,TOTP<DL,0.225
EB8,EB,,REG,2015,2015,6,14,12,SUMMER,165.5,10757.5,,43.9,42.11477875,,14.4,5.185480326,,1.8,0.911852688,,61.2,20.51828562,,,,,,2.411111111,,2.107407407,,0.075,,47.4,,54.6,49.70058416,,0.06,,129.053,,,15.35,6.14,6.1,16.62,1.814199167,,0.794328235,,,,,,,,1,,,0.045
EB8,EB,,REG,2015,2015,7,1,9,SUMMER,182.38,10774.38,,37.6,35.92776744,,12.8,4.168677774,,1.2,0.368064544,,54.7,16.59307767,,,,,,2.551851852,,1.881481481,,0.068,,44.4,,51.2,46.61067377,,0.05,,128.2204,,,12.81,6,6.11,15.55,2.831,,0.776247117,,,,,,,,2.2,,,0.044
EB8,EB,,REG,2015,2015,7,13,10,SUMMER,194.42,10786.42,,47.2,45.40347988,,15.8,6.527160581,,0.8,-0.093768497,,63.4,22.46080641,,,,,,1.844444444,,1.281481481,,0.072,,47.7,,40.6,35.6695752,,0.05,,113.2336,,,30.31,6.06,6.42,18.9,0.217043333,,0.380189396,,,,,,,,1.5,,,0.17
EB8,EB,,REG,2015,2016,10,1,12,FALL,274.5,10866.5,,26.9,25.38971789,,10,2.204594116,,2.6,1.848634869,,45.5,11.08361294,,,,,,5.740740741,,3.040740741,,0.104,,40.1,,39.4,35.25513554,,0.05,,303.899,,,5.04,5.51,5.47,13.83,17.69375,,3.388441561,,,,,,,,4.5,,,0.512
EB8,EB,,REG,2015,2016,11,21,14,FALL,325.58,10917.58,,30.5,28.39841043,,8.6,-2.247472527,,4,2.954459494,,62.9,15.00886788,,,,,,4.62962963,,,,0.066,,55.8,,39.3,33.53233325,,0.05,,160.6918,,,2.45,5.57,5.88,14.73,8.280675,,1.318256739,,,,,,,,1.9,,,0.263
EB8,EB,,REG,2015,2016,12,6,13,WINTER,340.54,10932.54,,34.8,32.54022627,,13.2,1.536051046,,2.3,1.175762897,,59.9,8.404159007,,,,,,2.97037037,,2.12962963,,0.063,,60,,44.4,38.19820779,,0.12,,148.2028,,,8.59,5.83,5.86,14.81,3.9634,,1.380384265,,,,,,,,0.5,,TOTP<DL,0.203
WB3,WB,,REG,2015,2015,1,2,10,WINTER,2.42,10594.42,,77.8,75.89049119,,28,18.14396313,,6.6,5.650019648,,73.3,29.78601436,,,,,,24,,3.448148148,,0.767,,50.7,,139.4,134.1594856,,48.12,,20.815,,,-2.72,4.81,4.89,36.22,2.29752636,,12.88249552,,,,,,,,0.5,,"DOC,0.5",0.175
WB3,WB,,REG,2015,2015,1,23,10,WINTER,23.42,10615.42,,80.3,78.02516111,,31.1,19.35829139,,6.8,5.668267983,,81.2,29.3608534,,,,,,19.25925926,,15.81481481,,0.808,,60.4,,132.2,125.9568625,,48.16,,99.912,,,-3.92,5,4.95,36.55,1.536099185,,11.22018454,,,,,,,,1.9,,Remove,0.153
WB3,WB,,REG,2015,2015,4,12,12,SPRING,102.5,10694.5,,67,64.8720464,,26.2,15.21644807,,7,5.941343394,,67.7,19.20808306,,,,,,29.2962963,,2.207407407,,1.017,,56.5,,145.4,139.559979,,65.71,,87.423,,,-8.62,4.69,4.82,40.9,8.183270906,,15.13561248,,,,,,,,0.5,,TOTP<DL,0.032
WB3,WB,,REG,2015,2015,5,13,10,SPRING,133.42,10725.42,,75.8,73.9620507,,28.2,18.71332152,,9.8,8.885620489,,74.2,32.31671599,,,,,,15.18518519,,1.859259259,,0.756,,48.8,,151.9,146.8558757,,51.44,,105.7402,,,-3.22,4.96,4.91,36.04,1.857736526,,12.30268771,,,,,,,,0.5,,TOTP<DL,0.161
WB3,WB,,REG,2015,2015,6,14,12,SUMMER,165.5,10757.5,,70.4,68.50179006,,25.5,15.70228288,,4,3.055640833,,71.1,27.84349357,,,,,,11.74074074,,1.448148148,,0.399,,50.4,,145.9,140.6904945,,28.61,,105.7402,,,-9.32,4.97,4.93,33.17,1.879616617,,11.74897555,,,,,,,,1.8,,,0.033
WB3,WB,,REG,2015,2015,7,1,9,SUMMER,182.38,10774.38,,64.7,62.8620507,,22.4,12.91332152,,3.6,2.685620489,,69,27.11671599,,,,,,16.77777778,,2.685185185,,0.359,,48.8,,158.7,153.6558757,,20.81,,113.2336,,,-11.4,4.85,4.87,34.53,2.82264855,,13.48962883,,,,,,,,3.2,,,0.035
WB3,WB,,REG,2015,2015,7,13,10,SUMMER,194.42,10786.42,,65.7,64.00140341,,24.4,15.63259837,,1,0.154948444,,78.1,39.39229285,,,,,,9,,1.359259259,,0.133,,45.1,,142.5,137.8383195,,3.55,,97.4142,,,-3.59,4.97,5,31.47,0.39833444,,10,,,,,,,,2,,,0.136
WB3,WB,,REG,2015,2016,10,1,11,FALL,274.46,10866.46,,57,55.31270228,,17.1,8.390918114,,5.1,4.26056963,,68.7,30.24977206,,,,,,18.81481481,,3.622222222,,0.3,,44.8,,143.6,138.9693285,,10.02,,252.2778,,,-13.7,4.92,4.68,33.41,17.65735042,,20.89296131,,,,,,,,7.3,,,0.38
WB3,WB,,REG,2015,2016,11,21,14,FALL,325.58,10917.58,,64.4,62.06113418,,23.3,11.22781283,,6.7,5.536414598,,71.4,18.10180457,,,,,,18.92592593,,,,0.314,,62.1,,158.4,151.9811451,,16.32,,133.216,,,-13.95,4.72,4.88,34.97,7.876949629,,13.18256739,,,,,,,,2.3,,,0.203
WB3,WB,,REG,2015,2016,12,6,13,WINTER,340.54,10932.54,,65.9,63.75321495,,19.9,8.819248493,,5.6,4.531974752,,88.5,39.57895106,,,,,,15.88888889,,1.637037037,,0.427,,57,,136.9,131.0082974,,21.3,,134.8812,,,-9.83,4.87,4.82,35.13,3.87289293,,15.13561248,,,,,,,,0.5,,TOTP<DL,0.169
EB8,EB,,REG,2016,2016,1,7,10,WINTER,7.42,10964.42,,40.918,38.84671292,,17.2809,6.589835474,,4.8602,3.829734978,,62.93,15.72940258,,,,,,2.714814815,,1.948148148,,0.0428,,54.99542857,,55.15239583,49.46789216,,0.37,,119.72788,,,14.28448,5.944,6.092,15.31,1.9817,,0.809095899,,,,,,,,0.6,,,0.169
EB8,EB,,REG,2016,2016,1,24,10,WINTER,24.42,10981.42,,41.916,39.65084585,,18.9267,7.234979739,,3.3254,2.198486142,,61.194,9.575549862,,,,,,2.774074074,,1.914814815,,0.0421,,60.14285714,,57.21875,51.00219162,,2.841269841,,116.81378,,,12.535,5.91,6.057,17.44,1.6986,,0.877000821,,,,,,,,0.5,,TOTP<DL,0.175
EB8,EB,,REG,2016,2016,3,6,10,SPRING,66.42,11023.42,,38.423,35.80948559,,17.2809,3.791098693,,3.5812,2.280976962,,60.326,0.769098145,,,,0.5817,,3.174074074,,1.988888889,,0.081,,69.39228571,,52.4046875,45.23207855,,1.666825397,,119.22832,,,11.305,5.794,5.859,17.75,2.831,,1.383566379,,,,,,,,0.9,,,0.168
EB8,EB,1,ISCO,2016,2016,4,3,12,SPRING,94.5,11051.5,,51.07265,48.3513659,,15.09292328,1.046862697,,4.138608408,2.784769967,,46.438,-15.57476303,,,,1.36838,,3.649573333,,,,0.0749,,72.25371429,,44.24770833,36.77933296,,0.17,,131.4489006,,,7.181445,,,18.15,7.3606,,,,,,,,,,,,,0.213
EB8,EB,3,ISCO,2016,2016,4,5,12,SPRING,96.5,11053.5,,49.3511,46.67102449,,15.15648326,1.32312311,,3.837983295,2.504646121,,44.702,-16.37169959,,,,1.20218,,2.982509259,,,,0.0772,,71.15957143,,45.81677083,38.46148958,,1.085952381,,115.229594,,,2.890408,,,18.1,3.9634,,,,,,,,,,,,,0.182
EB8,EB,,REG,2016,2016,4,6,10,SPRING,97.42,11054.42,,43.413,40.8327204,,18.1038,4.785542057,,4.4765,3.192811278,,,,,,,,,4,,2.125925926,,0.0503,,68.50985714,,50.65197917,43.57058087,,0.05,,109.23712,,,9.512,5.826,5.793,17.33,3.3972,,1.610645635,,,,,,,,4.2,,Na Contam,0.166
EB8,EB,5,ISCO,2016,2016,4,7,12,SPRING,98.5,11055.5,,53.9419,51.05390917,,15.80891705,0.902390289,,4.178839353,2.742064335,,49.042,-16.76968479,,,,7.2574,,2.912341852,,,,0.0753,,76.68,,48.65,40.72410956,,0.18,,119.3577637,,,6.792624,,,19.3,10.4747,,,,,,,,,,,,,0.187
EB8,EB,6,ISCO,2016,2016,4,8,12,SPRING,99.5,11056.5,,52.22035,48.95761336,,15.29171782,-1.549080479,,6.9066,5.283388996,,45.136,-29.21541175,,,,1.82266,,4.594007778,,,,0.772,,86.63,,38.67,29.71564569,,0.46,,174.4279676,,,-0.4936,,,20.33,33.972,,,,,,,,,,,,,0.304
EB8,EB,7,ISCO,2016,2016,4,9,12,SPRING,100.5,11057.5,,47.0557,43.86904241,,15.14999634,-1.298115682,,5.092909701,3.507548013,,42.532,-30.08571844,,,,0.91964,,3.843635926,,,,0.005,,84.61,,42.9,34.15443936,,0.13,,144.8602136,,,4.921788,,,19.85,9.9085,,,,,,,,,,,,TOTN<DL,0.236
EB8,EB,8,ISCO,2016,2016,4,10,12,SPRING,101.5,11058.5,,49.3511,46.23637854,,15.66260379,-0.414205855,,5.239471846,3.689898372,,44.702,-26.27643417,,,,0.63156,,3.650658889,,,,0.0571,,82.7,,43.13,34.58186308,,0.22,,130.7154694,,,3.436436,,,19.75,6.2282,,,,,,,,,,,,,0.208
EB8,EB,9,ISCO,2016,2016,4,11,12,SPRING,102.5,11059.5,,49.3511,46.34560093,,15.7835273,0.270475187,,4.68538142,3.190146073,,44.702,-23.78746852,,,,0.6925,,3.262468519,,,,0.0432,,79.8,,43.86,35.61161637,,0.31,,122.6267713,,,4.740013,,,19.6,5.0958,,,,,,,,,,,,,0.195
EB8,EB,10,ISCO,2016,2016,4,12,12,SPRING,103.5,11060.5,,51.07265,47.80953673,,15.87439685,-0.968345439,,5.210573097,3.58717472,,46.438,-27.92199439,,,,1.61214,,3.37293037,,,,0.0586,,86.64,,42.88,33.92461205,,0.26,,131.2812592,,,2.457701,,,20.5,13.0226,,,,,,,,,,,,,0.217
EB8,EB,11,ISCO,2016,2016,4,13,12,SPRING,104.5,11061.5,,46.48185,43.1577874,,15.18780118,-1.969534472,,4.726815136,3.073094479,,42.098,-33.65091079,,,,0.86978,,3.818034074,,,,0.0477,,88.25828571,,40.25,31.12734086,,0.29,,147.2700589,,,-7.32567,,,20.54,13.3057,,,,,,,,,,,,,0.242
EB8,EB,12,ISCO,2016,2016,4,14,12,SPRING,105.5,11062.5,,46.48185,43.40040639,,15.61053644,-0.294507673,,4.639669704,3.10665196,,42.098,-28.12209661,,,,0.358438,,3.643054815,,,,0.0414,,81.81642857,,40.7,32.24319185,,0.09,,133.3348665,,,-0.24719,,,19.94,7.0775,,,,,,,,,,,,,0.216
EB8,EB,13,ISCO,2016,2016,4,15,12,SPRING,106.5,11063.5,,51.07265,47.93982882,,15.95928886,-0.210943458,,4.993022871,3.434444793,,46.438,-24.95289133,,,,0.56508,,3.504814815,,,,0.0548,,83.18057143,,42.44,33.84218967,,0.18,,126.3148824,,,1.676461,,,20.01,5.0958,,,,,,,,,,,,,0.201
EB8,EB,16,ISCO,2016,2016,4,18,12,SPRING,109.5,11066.5,,52.22035,49.0947063,,15.93559922,-0.197586179,,4.851192515,3.296185228,,47.306,-23.92133073,,,,0.74236,,2.94647037,,,,0.0491,,82.99,,44.04,35.46188775,,0.76,,125.2880787,,,4.934037,,,20.07,3.1141,,,,,,,,,,,,,0.1922
EB8,EB,19,ISCO,2016,2016,4,21,12,SPRING,112.5,11069.5,,55.66345,52.56191055,,16.81386969,0.805099748,,5.235659403,3.692643979,,50.344,-20.33404176,,,,0.366194,,2.551544444,,,,0.0397,,82.35,,50.15,41.6380402,,0.3,,118.1214083,,,6.339643,,,20.36,2.2648,,,,,,,,,,,,,0.184
EB8,EB,21,ISCO,2016,2016,4,23,12,SPRING,114.5,11071.5,,62.54965,59.49617378,,16.21311401,0.452425158,,4.924643182,3.405539211,,49.476,-20.10677427,,,,0.1385,,2.66847037,,,,0.0568,,81.07385714,,50.42,42.03994641,,0.03,,119.6092259,,,9.631228,,,20.59,1.9817,,,,,,,,,,,,NH4<DL,0.184
EB8,EB,23,ISCO,2016,2016,4,25,12,SPRING,116.5,11073.5,,64.84505,61.8866995,,16.41956152,1.149869372,,5.05202928,3.580250337,,51.646,-15.76904458,,,,0.35456,,2.391805556,,,,0.0244,,78.54814286,,49.85,41.73101233,,0.35,,112.5682866,,,9.821578,,,20.52,1.6986,,,,,,,,,,,,,0.177
EB8,EB,1,ISCO,2016,2016,4,27,12,SPRING,118.5,11075.5,,56.387,53.17083622,,13.9893,-2.611109865,,4.0928,2.492758987,,49.476,-23.81410699,,,,1.19664,,1.985185185,,,,0.0834,,85.39342857,,54.4315625,45.60502417,,0.198412698,,114.0662,,,14.85,,,20.03,1.4155,,,,,,,,,,,,,0.168
EB8,EB,,REG,2016,2016,4,27,13,SPRING,118.54,11075.54,,53.892,50.21210374,,20.5725,1.578508953,,4.8602,3.02945215,,,,,,,,,3.12962963,,2.011111111,,0.124,,97.70614286,,40.56854167,30.46932175,,0.56,,97.4142,,,13.15513,6,6.113,21.01,1.4155,,0.770903469,,,,,,,,1,,Na Contam,0.17
EB8,EB,5,ISCO,2016,2016,5,1,12,SPRING,122.5,11079.5,,55.389,52.12400358,,14.8122,-2.040262247,,4.8602,3.235864759,,51.646,-22.7569076,,,,0.327414,,1.937037037,,,,0.0566,,86.69,,58.62666667,49.66611056,,0.168015873,,118.2292,,,15.391,,,20.49,1.1324,,,,,,,,,,,,,0.181
EB8,EB,7,ISCO,2016,2016,5,3,12,SPRING,124.5,11081.5,,52.395,49.230924,,13.9893,-2.342255841,,6.395,4.820872652,,53.382,-18.72112786,,,,0.361208,,2.314814815,,,,0.0648,,84.01042857,,58.5228125,49.83922548,,0.552539683,,116.564,,,17.879,,,20.76,1.9817,,,,,,,,,,,,,0.176
EB8,EB,11,ISCO,2016,2016,5,7,12,SPRING,128.5,11085.5,,49.401,46.03235529,,13.9893,-3.398148706,,4.3486,2.67269975,,58.156,-18.60885017,,,,0.355668,,1.951851852,,,,0.0711,,89.442,,54.08333333,44.83832169,,0.391904762,,137.379,,,16.798,,,20.27,2.831,,,,,,,,,,,,,0.214
EB8,EB,12,ISCO,2016,2016,5,8,12,SPRING,129.5,11086.5,,48.403,45.18648111,,12.3435,-4.258742771,,3.5812,1.980982321,,60.326,-12.9721992,,,,0.473116,,2.685185185,,,,0.0655,,85.40285714,,51.330625,42.5031121,,0.126587302,,126.5552,,,13.524,,,19.99,5.9451,,,,,,,,,,,,,0.19
EB8,EB,14,ISCO,2016,2016,5,10,12,SPRING,131.5,11088.5,,44.1116,40.92280638,,13.1664,-3.292737226,,6.9066,5.32017564,,46.004,-26.66239427,,,,0.72574,,2.437037037,,,,0.0755,,84.66671429,,45.136875,36.38545219,,0.443095238,,141.542,,,8.661,,,18.95,3.9634,,,,,,,,,,,,,0.22
EB8,EB,,REG,2016,2016,5,10,14,SPRING,131.58,11088.58,,43.413,40.48285363,,15.6351,0.510985046,,4.3486,2.890852607,,,,,,,,,3.477777778,,2.125925926,,0.0543,,77.79928571,,45.47947917,37.43789577,,0.12,,126.5552,,,9.842954,5.82,6.115,20.75,3.9634,,0.767361489,,,,,,,,1.3,,Na Contam,0.195
EB8,EB,16,ISCO,2016,2016,5,12,12,SPRING,133.5,11090.5,,44.1116,41.00310905,,13.1664,-2.878250468,,5.116,3.569526208,,46.004,-24.83245278,,,,0.1385,,2.181481481,,,,0.0579,,82.53457143,,48.234375,39.7033373,,0.156825397,,134.8812,,,10.42,,,19.26,2.5479,,,,,,,,,,,,NH4<DL,0.2
EB8,EB,20,ISCO,2016,2016,5,16,12,SPRING,137.5,11094.5,,45.409,42.29206719,,13.1664,-2.921823649,,6.1392,4.58852638,,47.306,-23.72282653,,,,0.390016,,2.22962963,,,,0.0613,,82.75871429,,53.45833333,44.90412751,,0.214761905,,137.379,,,13.502,,,19.61,2.2648,,,,,,,,,,,,,0.197
EB8,EB,1,ISCO,2016,2016,5,17,12,SPRING,138.5,11095.5,,52.28522,49.21750721,,12.3435,-3.490671732,,3.3254,1.799213335,,54.901,-15.00619807,,,,2.67028,,1.751851852,,,,0.09,,81.45185714,,47.82302083,39.40389595,,0.28,,119.8944,,,15.65,,,20.2,1.9817,,,,,,,,,,,,,0.178
EB8,EB,4,ISCO,2016,2016,5,20,12,SPRING,141.5,11098.5,,56.50177,53.32755192,,13.1664,-3.217504755,,4.6044,3.025226969,,55.8992,-16.4350461,,,,2.41544,,1.67037037,,,,0.096,,84.27971429,,50.493125,41.78170375,,0.05,,129.8856,,,17.54,,,20.44,1.4155,,,,,,,,,,,,,0.188
EB8,EB,7,ISCO,2016,2016,5,23,12,SPRING,144.5,11101.5,,57.34508,54.21263545,,13.1664,-3.001888327,,4.0928,2.534409295,,55.8992,-15.48310869,,,,2.1883,,1.585185185,,,,0.08,,83.17057143,,52.37802083,43.78124414,,0.06,,129.8856,,,19.62,,,21.26,1.1324,,,,,,,,,,,,,0.214
EB8,EB,10,ISCO,2016,2016,5,26,12,SPRING,147.5,11104.5,,59.0317,55.8465274,,13.1664,-3.274047136,,3.837,2.252377096,,61.3893,-11.19457832,,,,2.26586,,1.52962963,,,,0.088,,84.57057143,,53.69947917,44.95799399,,0.06,,127.3878,,,23.74,,,21.7,0.8493,,,,,,,,,,,,,0.199
EB8,EB,12,ISCO,2016,2016,5,28,12,SPRING,149.5,11106.5,,59.87501,56.76155831,,13.9893,-2.080955614,,3.837,2.28805824,,60.3911,-10.55839841,,,,2.31018,,1.440740741,,,,0.1,,82.66628571,,52.875,44.33034789,,0.06,,129.8856,,,23.89,,,21.56,1.1324,,,,,,,,,,,,,0.217
EB8,EB,13,ISCO,2016,2016,5,29,12,SPRING,150.5,11107.5,,62.40494,59.17806919,,13.9893,-2.666374766,,3.5812,1.975832245,,59.892,-13.64209919,,,,2.12182,,1.525925926,,,,0.106,,85.67771429,,55.2665625,46.41063949,,0.1,,128.2204,,,27.8,,,21.93,0.8493,,,,,,,,,,,,,0.208
EB8,EB,16,ISCO,2016,2016,6,1,12,SUMMER,153.5,11110.5,,64.09156,60.88837377,,14.8122,-1.721225472,,3.5812,1.98761532,,63.3857,-9.608673735,,,,1.78942,,1.340740741,,,,0.105,,85.04885714,,55.31541667,46.52449434,,0.17,,131.5508,,,27.42,,,22.5,0.5662,,,,,,,,,,,,,0.197
EB8,EB,19,ISCO,2016,2016,6,4,12,SUMMER,156.5,11113.5,,65.77818,62.55870726,,14.8122,-1.805289219,,3.0696,1.467912783,,61.8884,-11.47711162,,,,1.78388,,1.348148148,,,,0.075,,85.48128571,,54.97708333,46.14146381,,0.05,,121.5596,,,32.09,,,22.68,0.2831,,,,,,,,,,,,,0.182
EB8,EB,20,ISCO,2016,2016,6,5,12,SUMMER,157.5,11114.5,,64.93487,61.74654448,,14.8122,-1.644521122,,3.0696,1.483408518,,61.8884,-10.76732728,,,,1.55674,,1.292592593,,,,0.128,,84.65428571,,55.0590625,46.30892434,,0.07,,119.0618,,,32.09,,,22.45,0.2831,,,,,,,,,,,,,0.181
